window_id,total_computed,total_frozen,total_abs_diff,total_match,average_computed,average_frozen,average_abs_diff,average_match,median_computed,median_frozen,median_abs_diff,median_match,sd_computed,sd_frozen,sd_abs_diff,sd_match,kurtosis_computed,kurtosis_frozen,kurtosis_abs_diff,kurtosis_match,skewness_computed,skewness_frozen,skewness_abs_diff,skewness_match
ice005_p_3of3|W60|182120-194120,3.2128795705108257,3.2128795705108257,0.0,True,0.053547992841847095,0.053547992841847,9.71445146547012e-17,True,0.004903837637116154,0.0049038376371161,5.4643789493269423e-17,True,0.12465788710184988,0.1246578871018498,8.326672684688674e-17,True,11.42085264621198,11.42085264621198,0.0,True,3.371477618469691,3.371477618469691,0.0,True
ice006_p_1of2|W60|197004-209004,3.7537473869247395,3.753747386924739,4.440892098500626e-16,True,0.06471978253318517,0.0647197825331851,6.938893903907228e-17,True,0.00846655042684831,0.0084665504268483,1.0408340855860843e-17,True,0.1383760159049052,0.1383760159049052,0.0,True,9.387907834235287,9.387907834235287,0.0,True,3.0827819904816987,3.0827819904816987,0.0,True
ice007_p_1of3|W60|464523-476523,2.7009170345551645,2.7009170345551645,0.0,True,0.020156097272799735,0.0201560972727997,3.469446951953614e-17,True,0.001916367582503858,0.0019163675825038,5.811323644522304e-17,True,0.07269825211304087,0.0726982521130408,6.938893903907228e-17,True,43.21764654209623,43.21764654209623,0.0,True,6.247815358758337,6.247815358758337,0.0,True
ice007_p_2of3|W60|294809-306809,5.223360309437838,5.223360309437838,0.0,True,0.04663714561998069,0.0466371456199806,9.020562075079397e-17,True,0.0033112939329346357,0.0033112939329346,3.5561831257524545e-17,True,0.11440631598998624,0.1144063159899862,4.163336342344337e-17,True,15.258677638175566,15.258677638175566,0.0,True,3.751639579683832,3.751639579683832,0.0,True
ice007_p_2of3|W60|318809-330809,3.100074877775202,3.100074877775202,0.0,True,0.022794668218935308,0.0227946682189353,6.938893903907228e-18,True,0.0018465737459952066,0.0018465737459952,6.5052130349130266e-18,True,0.07046816348756389,0.0704681634875638,9.71445146547012e-17,True,35.897602682336306,35.897602682336306,0.0,True,5.572822882332089,5.572822882332089,0.0,True
ice007_p_3of3|W60|139010-151010,4.737916198273814,4.737916198273814,0.0,True,0.05206501316784411,0.0520650131678441,6.938893903907228e-18,True,0.005114171968899505,0.0051141719688995,4.336808689942018e-18,True,0.12641235034261836,0.1264123503426183,5.551115123125783e-17,True,14.77437459686443,14.77437459686443,0.0,True,3.724844995347643,3.724844995347643,0.0,True
ice007_p_3of3|W60|163010-175010,5.0589228456826465,5.0589228456826465,0.0,True,0.04959728280081026,0.0495972828008102,5.551115123125783e-17,True,0.0048898592277980026,0.004889859227798,2.6020852139652106e-18,True,0.11653848731592617,0.1165384873159261,6.938893903907228e-17,True,12.33424787262908,12.33424787262908,0.0,True,3.4659832176620644,3.4659832176620644,0.0,True
ice008_p_1of4|W60|150803-162803,4.300981311133519,4.300981311133519,0.0,True,0.06937066630860515,0.0693706663086051,5.551115123125783e-17,True,0.007524820978041573,0.0075248209780415,7.28583859910259e-17,True,0.14800039845636062,0.1480003984563606,2.7755575615628914e-17,True,8.298093603804599,8.298093603804599,0.0,True,2.9419483871195427,2.9419483871195427,0.0,True
ice008_p_2of4|W60|226811-238811,4.389829837863362,4.389829837863362,0.0,True,0.052259879022182876,0.0522598790221828,7.632783294297951e-17,True,0.006059031302217612,0.0060590313022176,1.214306433183765e-17,True,0.11998729820250832,0.1199872982025083,2.7755575615628914e-17,True,11.822339456924542,11.822339456924542,0.0,True,3.4065453849722136,3.4065453849722136,0.0,True
ice008_p_3of4|W60|97411-109411,16.220048560036254,16.220048560036254,0.0,True,0.03908445436153314,0.0390844543615331,4.163336342344337e-17,True,0.003530968763035456,0.0035309687630354,5.637851296924623e-17,True,0.10139514091995025,0.1013951409199502,5.551115123125783e-17,True,20.78193567104471,20.78193567104471,0.0,True,4.260945724980512,4.260945724980512,0.0,True
ice008_p_3of4|W60|204413-216413,7.794439253187486,7.794439253187486,0.0,True,0.043063200293853514,0.0430632002938535,1.3877787807814457e-17,True,0.0066021584693814386,0.0066021584693814,3.8163916471489756e-17,True,0.09196227655349218,0.0919622765534921,8.326672684688674e-17,True,12.672847998910873,12.672847998910871,1.7763568394002505e-15,True,3.3975320535453832,3.3975320535453832,0.0,True
ice008_p_3of4|W60|717450-729450,3.348831232589418,3.348831232589418,0.0,True,0.03488365867280644,0.0348836586728064,4.163336342344337e-17,True,0.0023766235373694666,0.0023766235373694,6.678685382510707e-17,True,0.09978157784502337,0.0997815778450233,6.938893903907228e-17,True,20.960564559031926,20.960564559031926,0.0,True,4.416580052757631,4.416580052757631,0.0,True
ice008_p_4of4|W60|729876-741876,3.219017793749278,3.219017793749278,0.0,True,0.017213998897054963,0.0172139988970549,6.245004513516506e-17,True,0.0016296679296539042,0.0016296679296539,4.119968255444917e-18,True,0.06967753658549179,0.0696775365854917,9.71445146547012e-17,True,50.48891215671321,50.48891215671321,0.0,True,6.752540276484717,6.752540276484717,0.0,True
ice009_p_1of2|W60|668127-680127,3.3562294605133274,3.3562294605133274,0.0,True,0.05786602518126426,0.0578660251812642,6.245004513516506e-17,True,0.005502253147018934,0.0055022531470189,3.382710778154774e-17,True,0.12675339357321572,0.1267533935732157,2.7755575615628914e-17,True,9.555834096039174,9.555834096039174,0.0,True,3.104167211019346,3.104167211019346,0.0,True
ice010_p_1of3|W60|375110-387110,3.953285035142705,3.953285035142705,0.0,True,0.06816008681280526,0.0681600868128052,5.551115123125783e-17,True,0.009509923969017918,0.0095099239690179,1.734723475976807e-17,True,0.1405237074885708,0.1405237074885708,0.0,True,7.9698073056749,7.9698073056749,0.0,True,2.8884311685484745,2.8884311685484745,0.0,True
ice010_p_2of3|W60|449253-461253,2.674212889648297,2.674212889648297,0.0,True,0.03428478063651663,0.0342847806365166,3.469446951953614e-17,True,0.001762583972474205,0.0017625839724742,4.9873299934333204e-18,True,0.10140520352451277,0.1014052035245127,6.938893903907228e-17,True,20.14971230843088,20.14971230843088,0.0,True,4.36433770885429,4.36433770885429,0.0,True
ice010_p_2of3|W60|479261-491261,2.6749120411668725,2.6749120411668725,0.0,True,0.04692828142398022,0.0469282814239802,2.0816681711721685e-17,True,0.0026849133348583005,0.0026849133348583,4.336808689942018e-19,True,0.12014672086903319,0.1201467208690331,9.71445146547012e-17,True,14.036495223539102,14.036495223539102,0.0,True,3.7010514302341453,3.7010514302341457,4.440892098500626e-16,True
ice010_p_3of3|W60|306912-318912,7.450539837185093,7.450539837185093,0.0,True,0.05478338115577274,0.0547833811557727,4.163336342344337e-17,True,0.003409533157276487,0.0034095331572764,8.716985466783456e-17,True,0.12915676895321118,0.1291567689532111,8.326672684688674e-17,True,11.036237739244703,11.036237739244704,1.7763568394002505e-15,True,3.31242764160147,3.31242764160147,0.0,True
ice011_p_1of3|W60|707079-719079,10.50206572706046,10.50206572706046,0.0,True,0.07095990356121933,0.0709599035612193,2.7755575615628914e-17,True,0.011181224972076086,0.011181224972076,8.673617379884035e-17,True,0.1474564822403292,0.1474564822403292,0.0,True,10.480923478171507,10.480923478171508,1.7763568394002505e-15,True,3.144131976299622,3.144131976299622,0.0,True
ice011_p_2of3|W60|3000-15000,4.366774791695286,4.366774791695286,0.0,True,0.06931388558246485,0.0693138855824648,4.163336342344337e-17,True,0.009142085520945987,0.0091420855209459,8.673617379884035e-17,True,0.14484049477819216,0.1448404947781921,5.551115123125783e-17,True,8.459981961467102,8.459981961467102,0.0,True,2.9509255677038024,2.9509255677038024,0.0,True
ice011_p_2of3|W60|206438-218438,2.007488188029865,2.007488188029865,0.0,True,0.05282863652710171,0.0528286365271017,6.938893903907228e-18,True,0.005333689960497989,0.0053336899604979,8.933825901280557e-17,True,0.12038549317737364,0.1203854931773736,4.163336342344337e-17,True,10.72807319781559,10.72807319781559,0.0,True,3.282113879253831,3.282113879253831,0.0,True
ice011_p_2of3|W60|386438-398438,3.55829752193793,3.55829752193793,0.0,True,0.04287105448117988,0.0428710544811798,7.632783294297951e-17,True,0.00410147029146001,0.00410147029146,1.0408340855860843e-17,True,0.10563859667103187,0.1056385966710318,6.938893903907228e-17,True,17.10930812877261,17.10930812877261,0.0,True,3.9617476465144232,3.9617476465144232,0.0,True
ice012_p_2of4|W60|657379-669379,6.351821103511709,6.351821103511709,0.0,True,0.04234547402341139,0.0423454740234113,9.020562075079397e-17,True,0.0038989891531824887,0.0038989891531824,8.847089727481716e-17,True,0.10995736486756419,0.1099573648675641,8.326672684688674e-17,True,17.988187949280128,17.988187949280128,0.0,True,4.092512766635704,4.092512766635704,0.0,True
ice012_p_3of4|W60|451696-463696,2.939608246814203,2.939608246814203,0.0,True,0.020134303060371252,0.0201343030603712,5.204170427930421e-17,True,0.0016841203589200225,0.00168412035892,2.2551405187698492e-17,True,0.07811371909635943,0.0781137190963594,2.7755575615628914e-17,True,42.30570531682156,42.30570531682156,0.0,True,6.214868446010076,6.214868446010076,0.0,True
ice012_p_3of4|W60|682754-694754,2.4366962157511396,2.4366962157511396,0.0,True,0.04061160359585233,0.0406116035958523,2.7755575615628914e-17,True,0.0032284813909423333,0.0032284813909423,3.3393426912553537e-17,True,0.10079495371410796,0.1007949537141079,5.551115123125783e-17,True,15.668091241479406,15.668091241479406,0.0,True,3.822326393823973,3.822326393823973,0.0,True
ice012_p_4of4|W60|214448-226448,2.204470520273547,2.204470520273547,0.0,True,0.020224500185995843,0.0202245001859958,4.163336342344337e-17,True,0.002111306863641686,0.0021113068636416,8.586881206085195e-17,True,0.06477968868027645,0.0647796886802764,4.163336342344337e-17,True,51.24100956547125,51.24100956547125,0.0,True,6.727958184815104,6.727958184815104,0.0,True
ice012_p_4of4|W60|573478-585478,8.352273078479964,8.352273078479964,0.0,True,0.03848973768884776,0.0384897376888477,6.245004513516506e-17,True,0.0021171941713377038,0.0021171941713377,3.903127820947816e-18,True,0.10379332736922664,0.1037933273692266,4.163336342344337e-17,True,18.839279906218987,18.839279906218987,0.0,True,4.118239891025591,4.118239891025591,0.0,True
ice012_p_4of4|W60|690517-702517,2.2682076869479983,2.2682076869479983,0.0,True,0.03436678313557573,0.0343667831355757,2.7755575615628914e-17,True,0.0018253099178804624,0.0018253099178804,6.245004513516506e-17,True,0.09471123277986207,0.094711232779862,6.938893903907228e-17,True,18.802652776669465,18.802652776669465,0.0,True,4.1912357884575195,4.1912357884575195,0.0,True
ice013_p_2of3|W60|156810-168810,1.942605306967799,1.942605306967799,0.0,True,0.0588668274838727,0.0588668274838727,0.0,True,0.006160267761416436,0.0061602677614164,3.5561831257524545e-17,True,0.12723183722615888,0.1272318372261588,8.326672684688674e-17,True,8.647144623718352,8.647144623718352,0.0,True,3.000255540347206,3.000255540347206,0.0,True
ice013_p_2of3|W60|216810-228810,3.0422317587660634,3.042231758766063,4.440892098500626e-16,True,0.04002936524692189,0.0400293652469218,9.020562075079397e-17,True,0.0022032450252096073,0.0022032450252096,7.37257477290143e-18,True,0.10915968467849031,0.1091596846784903,1.3877787807814457e-17,True,16.706122398148075,16.706122398148075,0.0,True,4.0069623023562135,4.0069623023562135,0.0,True
ice013_p_3of3|W60|88634-100634,3.4096205883392336,3.4096205883392336,0.0,True,0.04941479113535121,0.0494147911353512,6.938893903907228e-18,True,0.003877913201251464,0.0038779132012514,6.418476861114186e-17,True,0.1164836453108734,0.1164836453108734,0.0,True,12.876112166764395,12.876112166764395,0.0,True,3.504886355874136,3.504886355874136,0.0,True
ice013_p_3of3|W60|205661-217661,4.1047740634828545,4.1047740634828545,0.0,True,0.03364568904494143,0.0336456890449414,3.469446951953614e-17,True,0.0023539350627250597,0.002353935062725,5.984795992119984e-17,True,0.09422471066163435,0.0942247106616343,4.163336342344337e-17,True,21.60948309713018,21.60948309713018,0.0,True,4.446631910965963,4.446631910965963,0.0,True
ice013_p_3of3|W60|355735-367735,4.421188536194385,4.421188536194385,0.0,True,0.01707022600847253,0.0170702260084725,2.7755575615628914e-17,True,0.002224616214869126,0.0022246162148691,2.6020852139652106e-17,True,0.06747342314039843,0.0674734231403984,2.7755575615628914e-17,True,51.78463171846845,51.78463171846845,0.0,True,6.791944740128768,6.791944740128768,0.0,True
ice013_p_3of3|W60|421735-433735,6.576031635950317,6.576031635950317,0.0,True,0.02763038502500133,0.0276303850250013,3.122502256758253e-17,True,0.0022477797491258183,0.0022477797491258,1.8214596497756474e-17,True,0.08436700930195795,0.0843670093019579,5.551115123125783e-17,True,28.149152852569735,28.149152852569735,0.0,True,5.061763066337206,5.061763066337206,0.0,True
ice014_p_1of3|W60|316238-328238,2.3613185503536194,2.3613185503536194,0.0,True,0.039355309172560325,0.0393553091725603,2.7755575615628914e-17,True,0.002878687764519197,0.0028786877645191,9.71445146547012e-17,True,0.1047060816702782,0.1047060816702782,0.0,True,17.186928183466915,17.186928183466915,0.0,True,4.043393169323503,4.043393169323503,0.0,True
ice014_p_1of3|W60|629322-641322,4.710744030188204,4.710744030188204,0.0,True,0.07597974242239039,0.0759797424223903,8.326672684688674e-17,True,0.010039201122873112,0.0100392011228731,1.214306433183765e-17,True,0.1503944727852463,0.1503944727852463,0.0,True,6.5937786508212515,6.5937786508212515,0.0,True,2.664530705717124,2.664530705717124,0.0,True
ice014_p_1of3|W60|665322-677322,3.2690507455162896,3.2690507455162896,0.0,True,0.06955427118119765,0.0695542711811976,5.551115123125783e-17,True,0.008527526290461768,0.0085275262904617,6.765421556309548e-17,True,0.1420074961933467,0.1420074961933467,0.0,True,6.99930585587645,6.99930585587645,0.0,True,2.7502882309157144,2.7502882309157144,0.0,True
ice014_p_2of3|W60|508023-520023,1.7046566304113375,1.7046566304113375,0.0,True,0.047351573066981595,0.0473515730669815,9.71445146547012e-17,True,0.004122410916283148,0.0041224109162831,4.85722573273506e-17,True,0.11369662651993077,0.1136966265199307,6.938893903907228e-17,True,12.481832605593828,12.481832605593828,0.0,True,3.510361146368787,3.510361146368787,0.0,True
ice014_p_3of3|W60|369240-381240,2.7376751322491026,2.737675132249102,4.440892098500626e-16,True,0.031109944684648894,0.0311099446846488,9.367506770274758e-17,True,0.0018611459839754907,0.0018611459839754,9.063930161978817e-17,True,0.09183585286425372,0.0918358528642537,1.3877787807814457e-17,True,20.858107242141234,20.858107242141234,0.0,True,4.431757627267453,4.431757627267453,0.0,True
ice015_p_1of1|W60|491101-503101,3.219682932411447,3.219682932411447,0.0,True,0.04666207148422387,0.0466620714842238,6.938893903907228e-17,True,0.003930704251963247,0.0039307042519632,4.7704895589362195e-17,True,0.11177895403582476,0.1117789540358247,5.551115123125783e-17,True,13.544712791233287,13.544712791233287,0.0,True,3.6018371665330173,3.6018371665330173,0.0,True
ice016_l_1of1|W60|123000-135000,2.0543291691402494,2.0543291691402494,0.0,True,0.04370913125830318,0.0437091312583031,8.326672684688674e-17,True,0.0026126571675475162,0.0026126571675475,1.6046192152785466e-17,True,0.11144456277873692,0.1114445627787369,1.3877787807814457e-17,True,14.025818371903853,14.025818371903853,0.0,True,3.69452104212762,3.69452104212762,0.0,True
ice016_l_1of1|W60|171000-183000,1.9686101736089607,1.9686101736089607,0.0,True,0.053205680367809746,0.0532056803678097,4.85722573273506e-17,True,0.0040681070405889945,0.0040681070405889,9.454242944073599e-17,True,0.12512111760327727,0.1251211176032772,5.551115123125783e-17,True,10.766461163122566,10.766461163122566,0.0,True,3.305951354413871,3.305951354413871,0.0,True
ice016_l_1of1|W60|303000-315000,2.225269891211776,2.225269891211776,0.0,True,0.02617964577896207,0.026179645778962,6.938893903907228e-17,True,0.0021890523537455996,0.0021890523537455,9.974659986866641e-17,True,0.08708936457782762,0.0870893645778276,2.7755575615628914e-17,True,29.682887662539407,29.682887662539407,0.0,True,5.242708138119163,5.242708138119163,0.0,True
ice016_l_1of1|W60|327000-339000,3.407106176708868,3.407106176708868,0.0,True,0.03744072721658097,0.0374407272165809,6.938893903907228e-17,True,0.003412828160314393,0.0034128281603143,9.280770596475918e-17,True,0.09477666138651443,0.0947766613865144,2.7755575615628914e-17,True,17.975775228836127,17.975775228836127,0.0,True,4.077324730898108,4.077324730898108,0.0,True
ice017_p_3of3|W60|94899-106899,3.952110437362099,3.952110437362099,0.0,True,0.03800106189771249,0.0380010618977124,9.020562075079397e-17,True,0.002800418229063871,0.0028004182290638,7.112366251504909e-17,True,0.10325900175616923,0.1032590017561692,2.7755575615628914e-17,True,17.49296970299213,17.49296970299213,0.0,True,4.077930024249358,4.077930024249358,0.0,True
ice018_p_1of1|W60|419676-431676,3.859200371133995,3.859200371133995,0.0,True,0.04385454967197722,0.0438545496719772,1.3877787807814457e-17,True,0.00099583677944267,0.0009958367794426,7.003946034256359e-17,True,0.11785792769178853,0.1178579276917885,2.7755575615628914e-17,True,15.792430002711754,15.792430002711754,0.0,True,3.8858780845731364,3.885878084573136,4.440892098500626e-16,True
ice021_p_1of3|W60|343112-355112,4.863367922336602,4.863367922336602,0.0,True,0.040193123325095885,0.0401931233250958,8.326672684688674e-17,True,0.003762154097115534,0.0037621540971155,3.426078865054194e-17,True,0.09914578167238716,0.0991457816723871,5.551115123125783e-17,True,14.148654668516755,14.148654668516755,0.0,True,3.709620466691149,3.709620466691149,0.0,True
ice021_p_1of3|W60|391112-403112,3.474332771273843,3.474332771273843,0.0,True,0.021446498588110142,0.0214464985881101,4.163336342344337e-17,True,0.0023400619965603386,0.0023400619965603,3.859759734048396e-17,True,0.06551943945172445,0.0655194394517244,4.163336342344337e-17,True,39.04779795471483,39.04779795471483,0.0,True,5.832652368235485,5.832652368235485,0.0,True
ice021_p_2of3|W60|87000-99000,3.107075707956719,3.107075707956719,0.0,True,0.05862406996144753,0.0586240699614475,2.7755575615628914e-17,True,0.003718869599637835,0.0037188695996378,3.5128150388530344e-17,True,0.132865643563887,0.132865643563887,0.0,True,8.934165159163626,8.934165159163626,0.0,True,3.0611094054586854,3.061109405458686,4.440892098500626e-16,True
ice021_p_2of3|W60|444492-456492,3.8892356309735296,3.8892356309735296,0.0,True,0.05804829299960492,0.0580482929996049,2.0816681711721685e-17,True,0.0060107053845311655,0.0060107053845311,6.505213034913027e-17,True,0.13369235342540148,0.1336923534254014,8.326672684688674e-17,True,11.629462803091226,11.629462803091226,0.0,True,3.380715902316645,3.380715902316645,0.0,True
ice021_p_3of3|W60|3000-15000,3.5390160314545027,3.5390160314545027,0.0,True,0.05898360052424171,0.0589836005242417,6.938893903907228e-18,True,0.007468115483741325,0.0074681154837413,2.5153490401663703e-17,True,0.12904763566462857,0.1290476356646285,5.551115123125783e-17,True,10.404359576915756,10.404359576915756,0.0,True,3.215542308099582,3.215542308099582,0.0,True
ice021_p_3of3|W60|267000-279000,3.5065878666557597,3.5065878666557597,0.0,True,0.06493681234547703,0.064936812345477,2.7755575615628914e-17,True,0.00962461856597631,0.0096246185659763,1.0408340855860843e-17,True,0.13579326680756376,0.1357932668075637,5.551115123125783e-17,True,8.822551995443321,8.822551995443321,0.0,True,3.0066554728331014,3.0066554728331014,0.0,True
ice021_p_3of3|W60|668652-680652,2.987421708715728,2.987421708715728,0.0,True,0.062237952264911,0.062237952264911,0.0,True,0.007648060538474099,0.007648060538474,9.8879238130678e-17,True,0.1357379752634091,0.1357379752634091,0.0,True,9.723196635364479,9.72319663536448,1.7763568394002505e-15,True,3.1364136199740003,3.1364136199740003,0.0,True
ice022_p_1of1|W60|473303-485303,9.322309899166775,9.322309899166775,0.0,True,0.03225712767877777,0.0322571276787777,6.938893903907228e-17,True,0.0034110043637747556,0.0034110043637747,5.551115123125783e-17,True,0.08277016245106102,0.082770162451061,1.3877787807814457e-17,True,23.18898975072756,23.18898975072756,0.0,True,4.503057937026349,4.503057937026349,0.0,True
ice023_p_1of1|W60|3000-15000,4.879090954944878,4.879090954944878,0.0,True,0.06683686239650519,0.0668368623965051,8.326672684688674e-17,True,0.014499825766484724,0.0144998257664847,2.42861286636753e-17,True,0.13345728136821813,0.1334572813682181,2.7755575615628914e-17,True,8.637296255685024,8.637296255685024,0.0,True,2.9836761143601738,2.9836761143601738,0.0,True
ice023_p_1of1|W60|324443-336443,3.627273093933282,3.627273093933282,0.0,True,0.06363637006900494,0.0636363700690049,4.163336342344337e-17,True,0.008982699173940078,0.00898269917394,7.806255641895632e-17,True,0.13453371550883517,0.1345337155088351,5.551115123125783e-17,True,9.441507299775033,9.441507299775031,1.7763568394002505e-15,True,3.08182148681544,3.08182148681544,0.0,True
ice024_l_1of1|W60|246311-258311,4.686918865468714,4.686918865468714,0.0,True,0.05326044165305357,0.0532604416530535,6.938893903907228e-17,True,0.003975056767584925,0.0039750567675849,2.42861286636753e-17,True,0.12965604488765192,0.1296560448876519,2.7755575615628914e-17,True,13.347204445991757,13.347204445991755,1.7763568394002505e-15,True,3.573316024237377,3.573316024237377,0.0,True
ice025_l_1of1|W60|87000-99000,2.316926842476853,2.316926842476853,0.0,True,0.048269309218267775,0.0482693092182677,7.632783294297951e-17,True,0.004208774056234456,0.0042087740562344,5.551115123125783e-17,True,0.11626001038989213,0.1162600103898921,2.7755575615628914e-17,True,12.157878595206887,12.157878595206888,1.7763568394002505e-15,True,3.482257528997205,3.482257528997205,0.0,True
